Scientific Name,English Name (BirdNET),BirdNET,English Name (in BC),Class (if in BC list)
Ficedula nigrorufa,Black-and-orange Flycatcher,Ficedula nigrorufa_Black-and-orange Flycatcher,NA,NA
Ficedula parva,Red-breasted Flycatcher,Ficedula parva_Red-breasted Flycatcher,NA,NA
Ficedula ruficauda,Rusty-tailed Flycatcher,Ficedula ruficauda_Rusty-tailed Flycatcher,NA,NA
Ficedula semitorquata,Semicollared Flycatcher,Ficedula semitorquata_Semicollared Flycatcher,NA,NA
Ficedula strophiata,Rufous-gorgeted Flycatcher,Ficedula strophiata_Rufous-gorgeted Flycatcher,NA,NA
Ficedula subrubra,Kashmir Flycatcher,Ficedula subrubra_Kashmir Flycatcher,NA,NA
Ficedula superciliaris,Ultramarine Flycatcher,Ficedula superciliaris_Ultramarine Flycatcher,NA,NA
Ficedula tricolor,Slaty-blue Flycatcher,Ficedula tricolor_Slaty-blue Flycatcher,NA,NA
Ficedula westermanni,Little Pied Flycatcher,Ficedula westermanni_Little Pied Flycatcher,NA,NA
Ficedula zanthopygia,Yellow-rumped Flycatcher,Ficedula zanthopygia_Yellow-rumped Flycatcher,NA,NA
Fireworks,Fireworks,Fireworks_Fireworks,NA,NA
Florisuga fusca,Black Jacobin,Florisuga fusca_Black Jacobin,NA,NA
Florisuga mellivora,White-necked Jacobin,Florisuga mellivora_White-necked Jacobin,NA,NA
Fluvicola albiventer,Black-backed Water-Tyrant,Fluvicola albiventer_Black-backed Water-Tyrant,NA,NA
Fluvicola nengeta,Masked Water-Tyrant,Fluvicola nengeta_Masked Water-Tyrant,NA,NA
Fluvicola pica,Pied Water-Tyrant,Fluvicola pica_Pied Water-Tyrant,NA,NA
Formicarius analis,Black-faced Antthrush,Formicarius analis_Black-faced Antthrush,NA,NA
Formicarius colma,Rufous-capped Antthrush,Formicarius colma_Rufous-capped Antthrush,NA,NA
Formicarius moniliger,Mayan Antthrush,Formicarius moniliger_Mayan Antthrush,NA,NA
Formicarius nigricapillus,Black-headed Antthrush,Formicarius nigricapillus_Black-headed Antthrush,NA,NA
Formicarius rufifrons,Rufous-fronted Antthrush,Formicarius rufifrons_Rufous-fronted Antthrush,NA,NA
Formicarius rufipectus,Rufous-breasted Antthrush,Formicarius rufipectus_Rufous-breasted Antthrush,NA,NA
Formicivora acutirostris,Marsh Antwren,Formicivora acutirostris_Marsh Antwren,NA,NA
Formicivora erythronotos,Black-hooded Antwren,Formicivora erythronotos_Black-hooded Antwren,NA,NA
Formicivora grantsaui,Sincora Antwren,Formicivora grantsaui_Sincora Antwren,NA,NA
Formicivora grisea,Southern White-fringed Antwren,Formicivora grisea_Southern White-fringed Antwren,NA,NA
Formicivora iheringi,Narrow-billed Antwren,Formicivora iheringi_Narrow-billed Antwren,NA,NA
Formicivora melanogaster,Black-bellied Antwren,Formicivora melanogaster_Black-bellied Antwren,NA,NA
Formicivora rufa,Rusty-backed Antwren,Formicivora rufa_Rusty-backed Antwren,NA,NA
Formicivora serrana,Serra Antwren,Formicivora serrana_Serra Antwren,NA,NA
Forpus coelestis,Pacific Parrotlet,Forpus coelestis_Pacific Parrotlet,NA,NA
Forpus conspicillatus,Spectacled Parrotlet,Forpus conspicillatus_Spectacled Parrotlet,NA,NA
Forpus cyanopygius,Mexican Parrotlet,Forpus cyanopygius_Mexican Parrotlet,NA,NA
Forpus modestus,Dusky-billed Parrotlet,Forpus modestus_Dusky-billed Parrotlet,NA,NA
Forpus passerinus,Green-rumped Parrotlet,Forpus passerinus_Green-rumped Parrotlet,NA,NA
Forpus xanthopterygius,Cobalt-rumped Parrotlet,Forpus xanthopterygius_Cobalt-rumped Parrotlet,NA,NA
Foudia madagascariensis,Red Fody,Foudia madagascariensis_Red Fody,NA,NA
Foudia rubra,Mauritius Fody,Foudia rubra_Mauritius Fody,NA,NA
Foulehaio carunculatus,Eastern Wattled-Honeyeater,Foulehaio carunculatus_Eastern Wattled-Honeyeater,NA,NA
Foulehaio procerior,Western Wattled-Honeyeater,Foulehaio procerior_Western Wattled-Honeyeater,NA,NA
Francolinus francolinus,Black Francolin,Francolinus francolinus_Black Francolin,NA,NA
Francolinus pictus,Painted Francolin,Francolinus pictus_Painted Francolin,NA,NA
Francolinus pintadeanus,Chinese Francolin,Francolinus pintadeanus_Chinese Francolin,NA,NA
Fraseria caerulescens,Ashy Flycatcher,Fraseria caerulescens_Ashy Flycatcher,NA,NA
Fraseria griseigularis,Grey-throated Tit-Flycatcher,Fraseria griseigularis_Grey-throated Tit-Flycatcher,NA,NA
Fraseria ocreata,African Forest-Flycatcher,Fraseria ocreata_African Forest-Flycatcher,NA,NA
Fraseria plumbea,Grey Tit-Flycatcher,Fraseria plumbea_Grey Tit-Flycatcher,NA,NA
Fratercula arctica,Atlantic Puffin,Fratercula arctica_Atlantic Puffin,NA,NA
Frederickena fulva,Fulvous Antshrike,Frederickena fulva_Fulvous Antshrike,NA,NA
Frederickena unduliger,Undulated Antshrike,Frederickena unduliger_Undulated Antshrike,NA,NA
Frederickena viridis,Black-throated Antshrike,Frederickena viridis_Black-throated Antshrike,NA,NA
Fregata andrewsi,Christmas Island Frigatebird,Fregata andrewsi_Christmas Island Frigatebird,NA,NA
Fregata ariel,Lesser Frigatebird,Fregata ariel_Lesser Frigatebird,NA,NA
Cuculus canorus,Common Cuckoo,Cuculus canorus_Common Cuckoo,Common Cuckoo,birds
Fregata minor,Great Frigatebird,Fregata minor_Great Frigatebird,NA,NA
Fringilla coelebs,Common Chaffinch,Fringilla coelebs_Common Chaffinch,NA,NA
Cyanocitta cristata,Blue Jay,Cyanocitta cristata_Blue Jay,Blue Jay,birds
Fulica alai,Hawaiian Coot,Fulica alai_Hawaiian Coot,NA,NA
Cyanocitta stelleri,Steller's Jay,Cyanocitta stelleri_Steller's Jay,Steller's Jay,birds
Fulica ardesiaca,Slate-coloured Coot,Fulica ardesiaca_Slate-coloured Coot,NA,NA
Fulica armillata,Red-gartered Coot,Fulica armillata_Red-gartered Coot,NA,NA
Fulica atra,Eurasian Coot,Fulica atra_Eurasian Coot,NA,NA
Fulica cristata,Red-knobbed Coot,Fulica cristata_Red-knobbed Coot,NA,NA
Fulica gigantea,Giant Coot,Fulica gigantea_Giant Coot,NA,NA
Fulica rufifrons,Red-fronted Coot,Fulica rufifrons_Red-fronted Coot,NA,NA
Cyanocitta stelleri carlottae,NA,NA,"Steller's Jay, carlottae subspecies",birds
Fulvetta formosana,Taiwan Fulvetta,Fulvetta formosana_Taiwan Fulvetta,NA,NA
Fulvetta ruficapilla,Spectacled Fulvetta,Fulvetta ruficapilla_Spectacled Fulvetta,NA,NA
Fulvetta vinipectus,White-browed Fulvetta,Fulvetta vinipectus_White-browed Fulvetta,NA,NA
Furnarius cristatus,Crested Hornero,Furnarius cristatus_Crested Hornero,NA,NA
Furnarius figulus,Wing-banded Hornero,Furnarius figulus_Wing-banded Hornero,NA,NA
Furnarius leucopus,Pale-legged Hornero,Furnarius leucopus_Pale-legged Hornero,NA,NA
Furnarius minor,Lesser Hornero,Furnarius minor_Lesser Hornero,NA,NA
Furnarius rufus,Rufous Hornero,Furnarius rufus_Rufous Hornero,NA,NA
Galbalcyrhynchus leucotis,White-eared Jacamar,Galbalcyrhynchus leucotis_White-eared Jacamar,NA,NA
Galbalcyrhynchus purusianus,Purus Jacamar,Galbalcyrhynchus purusianus_Purus Jacamar,NA,NA
Galbula albirostris,Yellow-billed Jacamar,Galbula albirostris_Yellow-billed Jacamar,NA,NA
Galbula chalcothorax,Purplish Jacamar,Galbula chalcothorax_Purplish Jacamar,NA,NA
Galbula cyanescens,Bluish-fronted Jacamar,Galbula cyanescens_Bluish-fronted Jacamar,NA,NA
Galbula cyanicollis,Blue-cheeked Jacamar,Galbula cyanicollis_Blue-cheeked Jacamar,NA,NA
Galbula dea,Paradise Jacamar,Galbula dea_Paradise Jacamar,NA,NA
Galbula galbula,Green-tailed Jacamar,Galbula galbula_Green-tailed Jacamar,NA,NA
Galbula leucogastra,Bronzy Jacamar,Galbula leucogastra_Bronzy Jacamar,NA,NA
Galbula pastazae,Coppery-chested Jacamar,Galbula pastazae_Coppery-chested Jacamar,NA,NA
Galbula ruficauda,Rufous-tailed Jacamar,Galbula ruficauda_Rufous-tailed Jacamar,NA,NA
Galbula tombacea,White-chinned Jacamar,Galbula tombacea_White-chinned Jacamar,NA,NA
Galerida cristata,Crested Lark,Galerida cristata_Crested Lark,NA,NA
Galerida deva,Tawny Lark,Galerida deva_Tawny Lark,NA,NA
Galerida magnirostris,Large-billed Lark,Galerida magnirostris_Large-billed Lark,NA,NA
Galerida malabarica,Malabar Lark,Galerida malabarica_Malabar Lark,NA,NA
Galerida theklae,Thekla's Lark,Galerida theklae_Thekla's Lark,NA,NA
Gallicrex cinerea,Watercock,Gallicrex cinerea_Watercock,NA,NA
Gallinago andina,Puna Snipe,Gallinago andina_Puna Snipe,NA,NA
Cygnus buccinator,Trumpeter Swan,Cygnus buccinator_Trumpeter Swan,Trumpeter Swan,birds
Gallinago gallinago,Common Snipe,Gallinago gallinago_Common Snipe,NA,NA
Gallinago hardwickii,Latham's Snipe,Gallinago hardwickii_Latham's Snipe,NA,NA
Gallinago imperialis,Imperial Snipe,Gallinago imperialis_Imperial Snipe,NA,NA
Gallinago jamesoni,Jameson's Snipe,Gallinago jamesoni_Jameson's Snipe,NA,NA
Gallinago magellanica,Magellanic Snipe,Gallinago magellanica_Magellanic Snipe,NA,NA
Gallinago media,Great Snipe,Gallinago media_Great Snipe,NA,NA
Gallinago megala,Swinhoe's Snipe,Gallinago megala_Swinhoe's Snipe,NA,NA
Gallinago nobilis,Noble Snipe,Gallinago nobilis_Noble Snipe,NA,NA
Gallinago paraguaiae,Pantanal Snipe,Gallinago paraguaiae_Pantanal Snipe,NA,NA
Gallinago stenura,Pin-tailed Snipe,Gallinago stenura_Pin-tailed Snipe,NA,NA
Gallinago undulata,Giant Snipe,Gallinago undulata_Giant Snipe,NA,NA
Gallinula chloropus,Common Moorhen,Gallinula chloropus_Common Moorhen,NA,NA
Cygnus columbianus,Bewick's Swan,Cygnus columbianus_Bewick's Swan,Tundra Swan,birds
Gallinula tenebrosa,Dusky Moorhen,Gallinula tenebrosa_Dusky Moorhen,NA,NA
Gallirallus australis,Weka,Gallirallus australis_Weka,NA,NA
Gallirallus philippensis,Buff-banded Rail,Gallirallus philippensis_Buff-banded Rail,NA,NA
Gallirallus torquatus,Barred Rail,Gallirallus torquatus_Barred Rail,NA,NA
Galloperdix bicalcarata,Sri Lanka Spurfowl,Galloperdix bicalcarata_Sri Lanka Spurfowl,NA,NA
Galloperdix spadicea,Red Spurfowl,Galloperdix spadicea_Red Spurfowl,NA,NA
Gallus gallus,Red Junglefowl,Gallus gallus_Red Junglefowl,NA,NA
Gallus lafayettii,Sri Lanka Junglefowl,Gallus lafayettii_Sri Lanka Junglefowl,NA,NA
Gallus sonneratii,Grey Junglefowl,Gallus sonneratii_Grey Junglefowl,NA,NA
Gallus varius,Green Junglefowl,Gallus varius_Green Junglefowl,NA,NA
Gampsonyx swainsonii,Pearl Kite,Gampsonyx swainsonii_Pearl Kite,NA,NA
Gampsorhynchus rufulus,White-hooded Babbler,Gampsorhynchus rufulus_White-hooded Babbler,NA,NA
Gampsorhynchus torquatus,Collared Babbler,Gampsorhynchus torquatus_Collared Babbler,NA,NA
Garrulax canorus,Chinese Hwamei,Garrulax canorus_Chinese Hwamei,NA,NA
Garrulax leucolophus,White-crested Laughingthrush,Garrulax leucolophus_White-crested Laughingthrush,NA,NA
Garrulax milleti,Black-hooded Laughingthrush,Garrulax milleti_Black-hooded Laughingthrush,NA,NA
Garrulax monileger,Lesser Necklaced Laughingthrush,Garrulax monileger_Lesser Necklaced Laughingthrush,NA,NA
Garrulax palliatus,Sunda Laughingthrush,Garrulax palliatus_Sunda Laughingthrush,NA,NA
Garrulax strepitans,White-necked Laughingthrush,Garrulax strepitans_White-necked Laughingthrush,NA,NA
Garrulax taewanus,Taiwan Hwamei,Garrulax taewanus_Taiwan Hwamei,NA,NA
Garrulus glandarius,Eurasian Jay,Garrulus glandarius_Eurasian Jay,NA,NA
Garrulus lanceolatus,Black-headed Jay,Garrulus lanceolatus_Black-headed Jay,NA,NA
Garrulus lidthi,Lidth's Jay,Garrulus lidthi_Lidth's Jay,NA,NA
Gastrophryne carolinensis,Eastern Narrow-mouthed Toad,Gastrophryne carolinensis_Eastern Narrow-mouthed Toad,NA,NA
Gastrophryne olivacea,Great Plains Narrow-mouthed Toad,Gastrophryne olivacea_Great Plains Narrow-mouthed Toad,NA,NA
Cygnus cygnus,Whooper Swan,Cygnus cygnus_Whooper Swan,Whooper Swan,birds
Cygnus olor,Mute Swan,Cygnus olor_Mute Swan,Mute Swan,birds
Cypseloides niger,Black Swift,Cypseloides niger_Black Swift,Black Swift,birds
Dama dama,NA,NA,Fallow Deer,mammals
Delphinus delphis,NA,NA,Short-beaked Common Dolphin,mammals
Gavicalis fasciogularis,Mangrove Honeyeater,Gavicalis fasciogularis_Mangrove Honeyeater,NA,NA
Gavicalis virescens,Singing Honeyeater,Gavicalis virescens_Singing Honeyeater,NA,NA
Gecinulus grantia,Pale-headed Woodpecker,Gecinulus grantia_Pale-headed Woodpecker,NA,NA
Gecinulus viridis,Bamboo Woodpecker,Gecinulus viridis_Bamboo Woodpecker,NA,NA
Gelochelidon nilotica,Gull-billed Tern,Gelochelidon nilotica_Gull-billed Tern,NA,NA
Geocerthia serrana,Striated Earthcreeper,Geocerthia serrana_Striated Earthcreeper,NA,NA
Geococcyx californianus,Greater Roadrunner,Geococcyx californianus_Greater Roadrunner,NA,NA
Geococcyx velox,Lesser Roadrunner,Geococcyx velox_Lesser Roadrunner,NA,NA
Geoffroyus geoffroyi,Red-cheeked Parrot,Geoffroyus geoffroyi_Red-cheeked Parrot,NA,NA
Geoffroyus heteroclitus,Singing Parrot,Geoffroyus heteroclitus_Singing Parrot,NA,NA
Geokichla citrina,Orange-headed Thrush,Geokichla citrina_Orange-headed Thrush,NA,NA
Geokichla gurneyi,Orange Ground-Thrush,Geokichla gurneyi_Orange Ground-Thrush,NA,NA
Geokichla guttata,Spotted Ground-Thrush,Geokichla guttata_Spotted Ground-Thrush,NA,NA
Geokichla peronii,Orange-banded Thrush,Geokichla peronii_Orange-banded Thrush,NA,NA
Geokichla piaggiae,Abyssinian Ground-Thrush,Geokichla piaggiae_Abyssinian Ground-Thrush,NA,NA
Geokichla sibirica,Siberian Thrush,Geokichla sibirica_Siberian Thrush,NA,NA
Geokichla spiloptera,Spot-winged Thrush,Geokichla spiloptera_Spot-winged Thrush,NA,NA
Geopelia humeralis,Bar-shouldered Dove,Geopelia humeralis_Bar-shouldered Dove,NA,NA
Geopelia placida,Peaceful Dove,Geopelia placida_Peaceful Dove,NA,NA
Geopelia striata,Zebra Dove,Geopelia striata_Zebra Dove,NA,NA
Geositta antarctica,Short-billed Miner,Geositta antarctica_Short-billed Miner,NA,NA
Geositta cunicularia,Common Miner,Geositta cunicularia_Common Miner,NA,NA
Geositta punensis,Puna Miner,Geositta punensis_Puna Miner,NA,NA
Geositta rufipennis,Rufous-banded Miner,Geositta rufipennis_Rufous-banded Miner,NA,NA
Geositta tenuirostris,Slender-billed Miner,Geositta tenuirostris_Slender-billed Miner,NA,NA
Geospizopsis plebejus,Ash-breasted Sierra Finch,Geospizopsis plebejus_Ash-breasted Sierra Finch,NA,NA
Geospizopsis unicolor,Plumbeous Sierra Finch,Geospizopsis unicolor_Plumbeous Sierra Finch,NA,NA
Geothlypis aequinoctialis,Masked Yellowthroat,Geothlypis aequinoctialis_Masked Yellowthroat,NA,NA
Geothlypis beldingi,Belding's Yellowthroat,Geothlypis beldingi_Belding's Yellowthroat,NA,NA
Geothlypis formosa,Kentucky Warbler,Geothlypis formosa_Kentucky Warbler,NA,NA
Geothlypis nelsoni,Hooded Yellowthroat,Geothlypis nelsoni_Hooded Yellowthroat,NA,NA
Dendragapus fuliginosus,Sooty Grouse,Dendragapus fuliginosus_Sooty Grouse,Sooty Grouse,birds
Geothlypis poliocephala,Grey-crowned Yellowthroat,Geothlypis poliocephala_Grey-crowned Yellowthroat,NA,NA
Geothlypis rostrata,Bahama Yellowthroat,Geothlypis rostrata_Bahama Yellowthroat,NA,NA
Geothlypis semiflava,Olive-crowned Yellowthroat,Geothlypis semiflava_Olive-crowned Yellowthroat,NA,NA
Geothlypis speciosa,Black-polled Yellowthroat,Geothlypis speciosa_Black-polled Yellowthroat,NA,NA
Dendragapus obscurus,Dusky Grouse,Dendragapus obscurus_Dusky Grouse,Dusky Grouse,birds
Dendrocygna bicolor,Fulvous Whistling-Duck,Dendrocygna bicolor_Fulvous Whistling-Duck,Fulvous Whistling-Duck,birds
Geotrygon chrysia,Key West Quail-Dove,Geotrygon chrysia_Key West Quail-Dove,NA,NA
Geotrygon montana,Ruddy Quail-Dove,Geotrygon montana_Ruddy Quail-Dove,NA,NA
Geotrygon violacea,Violaceous Quail-Dove,Geotrygon violacea_Violaceous Quail-Dove,NA,NA
Geranoaetus albicaudatus,White-tailed Hawk,Geranoaetus albicaudatus_White-tailed Hawk,NA,NA
Geranoaetus melanoleucus,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus_Black-chested Buzzard-Eagle,NA,NA
Geranoaetus polyosoma,Variable Hawk,Geranoaetus polyosoma_Variable Hawk,NA,NA
Geranospiza caerulescens,Crane Hawk,Geranospiza caerulescens_Crane Hawk,NA,NA
Geronticus eremita,Northern Bald Ibis,Geronticus eremita_Northern Bald Ibis,NA,NA
Gerygone chloronota,Green-backed Gerygone,Gerygone chloronota_Green-backed Gerygone,NA,NA
Gerygone flavolateralis,Fan-tailed Gerygone,Gerygone flavolateralis_Fan-tailed Gerygone,NA,NA
Gerygone fusca,Western Gerygone,Gerygone fusca_Western Gerygone,NA,NA
Gerygone igata,Grey Gerygone,Gerygone igata_Grey Gerygone,NA,NA
Gerygone levigaster,Mangrove Gerygone,Gerygone levigaster_Mangrove Gerygone,NA,NA
Gerygone magnirostris,Large-billed Gerygone,Gerygone magnirostris_Large-billed Gerygone,NA,NA
Gerygone mouki,Brown Gerygone,Gerygone mouki_Brown Gerygone,NA,NA
Gerygone olivacea,White-throated Gerygone,Gerygone olivacea_White-throated Gerygone,NA,NA
Gerygone palpebrosa,Fairy Gerygone,Gerygone palpebrosa_Fairy Gerygone,NA,NA
Gerygone sulphurea,Golden-bellied Gerygone,Gerygone sulphurea_Golden-bellied Gerygone,NA,NA
Glareola lactea,Small Pratincole,Glareola lactea_Small Pratincole,NA,NA
Glareola maldivarum,Oriental Pratincole,Glareola maldivarum_Oriental Pratincole,NA,NA
Glareola pratincola,Collared Pratincole,Glareola pratincola_Collared Pratincole,NA,NA
Glaucestrilda caerulescens,Lavender Waxbill,Glaucestrilda caerulescens_Lavender Waxbill,NA,NA
Glaucidium bolivianum,Yungas Pygmy-Owl,Glaucidium bolivianum_Yungas Pygmy-Owl,NA,NA
Glaucidium brasilianum,Ferruginous Pygmy-Owl,Glaucidium brasilianum_Ferruginous Pygmy-Owl,NA,NA
Glaucidium capense,African Barred Owlet,Glaucidium capense_African Barred Owlet,NA,NA
Glaucidium castanopterum,Javan Owlet,Glaucidium castanopterum_Javan Owlet,NA,NA
Glaucidium castanotum,Chestnut-backed Owlet,Glaucidium castanotum_Chestnut-backed Owlet,NA,NA
Glaucidium costaricanum,Costa Rican Pygmy-Owl,Glaucidium costaricanum_Costa Rican Pygmy-Owl,NA,NA
Glaucidium cuculoides,Asian Barred Owlet,Glaucidium cuculoides_Asian Barred Owlet,NA,NA
Dicamptodon tenebrosus,NA,NA,Coastal Giant Salamander,amphibians
Glaucidium griseiceps,Central American Pygmy-Owl,Glaucidium griseiceps_Central American Pygmy-Owl,NA,NA
Glaucidium hardyi,Amazonian Pygmy-Owl,Glaucidium hardyi_Amazonian Pygmy-Owl,NA,NA
Glaucidium jardinii,Andean Pygmy-Owl,Glaucidium jardinii_Andean Pygmy-Owl,NA,NA
Glaucidium minutissimum,Least Pygmy-Owl,Glaucidium minutissimum_Least Pygmy-Owl,NA,NA
Glaucidium nana,Austral Pygmy-Owl,Glaucidium nana_Austral Pygmy-Owl,NA,NA
Glaucidium nubicola,Cloud-forest Pygmy-Owl,Glaucidium nubicola_Cloud-forest Pygmy-Owl,NA,NA
Glaucidium palmarum,Colima Pygmy-Owl,Glaucidium palmarum_Colima Pygmy-Owl,NA,NA
Glaucidium parkeri,Subtropical Pygmy-Owl,Glaucidium parkeri_Subtropical Pygmy-Owl,NA,NA
Glaucidium passerinum,Eurasian Pygmy-Owl,Glaucidium passerinum_Eurasian Pygmy-Owl,NA,NA
Glaucidium perlatum,Pearl-spotted Owlet,Glaucidium perlatum_Pearl-spotted Owlet,NA,NA
Glaucidium peruanum,Peruvian Pygmy-Owl,Glaucidium peruanum_Peruvian Pygmy-Owl,NA,NA
Glaucidium radiatum,Jungle Owlet,Glaucidium radiatum_Jungle Owlet,NA,NA
Glaucidium sanchezi,Tamaulipas Pygmy-Owl,Glaucidium sanchezi_Tamaulipas Pygmy-Owl,NA,NA
Glaucidium siju,Cuban Pygmy-Owl,Glaucidium siju_Cuban Pygmy-Owl,NA,NA
Glaucidium tephronotum,Red-chested Owlet,Glaucidium tephronotum_Red-chested Owlet,NA,NA
Glaucis dohrnii,Hook-billed Hermit,Glaucis dohrnii_Hook-billed Hermit,NA,NA
Glaucis hirsutus,Rufous-breasted Hermit,Glaucis hirsutus_Rufous-breasted Hermit,NA,NA
Gliciphila melanops,Tawny-crowned Honeyeater,Gliciphila melanops_Tawny-crowned Honeyeater,NA,NA
Glossopsitta concinna,Musk Lorikeet,Glossopsitta concinna_Musk Lorikeet,NA,NA
Glyphorynchus spirurus,Wedge-billed Woodcreeper,Glyphorynchus spirurus_Wedge-billed Woodcreeper,NA,NA
Gnorimopsar chopi,Chopi Blackbird,Gnorimopsar chopi_Chopi Blackbird,NA,NA
Gorsachius melanolophus,Malayan Night Heron,Gorsachius melanolophus_Malayan Night Heron,NA,NA
Gracula indica,Southern Hill Myna,Gracula indica_Southern Hill Myna,NA,NA
Gracula ptilogenys,Sri Lanka Myna,Gracula ptilogenys_Sri Lanka Myna,NA,NA
Gracula religiosa,Common Hill Myna,Gracula religiosa_Common Hill Myna,NA,NA
Gracupica contra,Indian Pied Starling,Gracupica contra_Indian Pied Starling,NA,NA
Gracupica nigricollis,Black-collared Starling,Gracupica nigricollis_Black-collared Starling,NA,NA
Grallaria albigula,White-throated Antpitta,Grallaria albigula_White-throated Antpitta,NA,NA
Grallaria alleni,Moustached Antpitta,Grallaria alleni_Moustached Antpitta,NA,NA
Grallaria andicolus,Stripe-headed Antpitta,Grallaria andicolus_Stripe-headed Antpitta,NA,NA
Grallaria bangsi,Santa Marta Antpitta,Grallaria bangsi_Santa Marta Antpitta,NA,NA
Grallaria blakei,Chestnut Antpitta,Grallaria blakei_Chestnut Antpitta,NA,NA
Grallaria cajamarcae,Cajamarca Antpitta,Grallaria cajamarcae_Cajamarca Antpitta,NA,NA
Grallaria capitalis,Bay Antpitta,Grallaria capitalis_Bay Antpitta,NA,NA
Grallaria carrikeri,Pale-billed Antpitta,Grallaria carrikeri_Pale-billed Antpitta,NA,NA
Grallaria dignissima,Ochre-striped Antpitta,Grallaria dignissima_Ochre-striped Antpitta,NA,NA
Grallaria erythroleuca,Red-and-white Antpitta,Grallaria erythroleuca_Red-and-white Antpitta,NA,NA
Grallaria erythrotis,Rufous-faced Antpitta,Grallaria erythrotis_Rufous-faced Antpitta,NA,NA
Grallaria flavotincta,Yellow-breasted Antpitta,Grallaria flavotincta_Yellow-breasted Antpitta,NA,NA
Grallaria gigantea,Giant Antpitta,Grallaria gigantea_Giant Antpitta,NA,NA
Grallaria gravesi,Chachapoyas Antpitta,Grallaria gravesi_Chachapoyas Antpitta,NA,NA
Grallaria griseonucha,Grey-naped Antpitta,Grallaria griseonucha_Grey-naped Antpitta,NA,NA
Grallaria guatimalensis,Scaled Antpitta,Grallaria guatimalensis_Scaled Antpitta,NA,NA
